Status da URL,Data de Entrada,Nome da Empresa,Segmento da Empresa,Plataforma,URL
1,2025-12-26,Cielo,Financeiro,InHire,https://cielo.inhire.app/vagas
1,2026-02-19,Cimed,Saúde,Gupy,https://cimed.gupy.io
1,2026-02-19,Cinemark,Mídia e Entretenimento,Gupy,https://cinemark.gupy.io
1,2026-06-05,Cinépolis,Serviços e Outros,PandaPé,https://cinepolis.pandape.infojobs.com.br
0,2026-07-18,Cinnecta,Tecnologia,Gupy,https://cinnecta.gupy.io
1,2026-02-19,Cisco,Tecnologia,Site da Empresa,https://careers.cisco.com/global/en
1,2026-02-19,Citi,Financeiro,Site da Empresa,https://careers.citigroup.com
1,2026-02-20,CLAMED,Saúde,Gupy,https://clamed.gupy.io
1,2026-07-18,Clara,Financeiro,Site da Empresa,https://clara.com/careers
1,2026-05-20,Claro Brasil,Energia e Utilities,Gupy,https://carreiras.gupy.io/claro
1,2023-02-26,ClearSale,Tecnologia,Gupy,https://clearsale.gupy.io
1,2026-02-19,Click Entregas,Logística e Mobilidade,Gupy,https://carreiras.gupy.io/clickentregas
1,2026-05-21,ClickSign,Tecnologia,Gupy,https://clicksign.gupy.io
1,2026-02-19,Cloudera,Tecnologia,Workday,https://cloudera.wd5.myworkdayjobs.com/External_Career
1,2026-07-18,Cloudflare,Tecnologia,Site da Empresa,https://www.cloudflare.com/careers
1,2026-02-19,CloudWalk,Financeiro,Lever,https://jobs.lever.co/cloudwalk
1,2026-02-20,Club Athletico Paranaense,Serviços e Outros,Gupy,https://athletico.gupy.io
1,2026-07-18,CNH Industrial,Indústria,Site da Empresa,https://careers.cnhindustrial.com
1,2026-05-21,CNN Brasil,Serviços e Outros,Gupy,https://cnnbrasil.gupy.io
1,2026-02-19,Coamo Agroindustrial,Agro e Alimentos,Gupy,https://carreiras.gupy.io/coamo
1,2025-01-23,Cobasi,Serviços e Outros,PandaPé,https://cobasi.pandape.infojobs.com.br
0,2026-07-18,Cobli,Tecnologia,Gupy,https://cobli.gupy.io
1,2026-05-21,Coca Cola,Serviços e Outros,Gupy,https://cocacola.gupy.io
1,2026-07-18,Coca-Cola Andina,Agro e Alimentos,Gupy,https://koandina.gupy.io
1,2022-03-27,Coca-Cola Company,Serviços e Outros,Workday,https://coke.wd1.myworkdayjobs.com/coca-cola-careers
1,2026-02-19,Coca-Cola Femsa,Serviços e Outros,Gupy,https://femsa.gupy.io
1,2022-03-27,Coca-Cola Femsa BR,Serviços e Outros,Gupy,https://cocacolafemsabr.gupy.io
1,2026-02-20,Cocal,Serviços e Outros,Gupy,https://cocal.gupy.io
1,2026-02-19,Cocamar,Serviços e Outros,Gupy,https://cocamar.gupy.io
1,2026-02-19,Coco Bambu,Serviços e Outros,Gupy,https://cocobambu.gupy.io
1,2026-07-18,COFCO,Agro e Alimentos,Site da Empresa,https://www.cofcointernational.com/careers
1,2025-03-22,Cogna,Educação,Gupy,https://cogna.gupy.io
1,2026-07-18,Cognizant,Tecnologia,Site da Empresa,https://careers.cognizant.com
1,2026-02-19,Colgate-Palmolive,Serviços e Outros,Site da Empresa,https://jobs.colgate.com
1,2026-07-18,Collibra,Tecnologia,Site da Empresa,https://www.collibra.com/careers
1,2026-05-21,Colliers,Serviços e Outros,Gupy,https://colliers.gupy.io
1,2026-07-18,Comerc Energia,Energia e Utilities,Gupy,https://comerc.gupy.io
1,2026-02-19,Comercial Zaffari,Serviços e Outros,Gupy,https://carreiras.gupy.io/comercialzaffari
1,2026-07-18,Comgás,Energia e Utilities,Gupy,https://vemsercomgas.gupy.io
1,2026-07-18,Compass Group (GRSA),Serviços e Outros,PandaPe,https://grsa.pandape.infojobs.com.br
1,2026-05-21,Compass UOL,Tecnologia,Gupy,https://compassuol.gupy.io
1,2026-06-05,Concentrix,Serviços e Outros,Site da Empresa,https://jobs.concentrix.com
1,2026-02-19,Condor Super Center,Serviços e Outros,Gupy,https://condor.gupy.io
1,2026-05-21,Conductor,Tecnologia,Gupy,https://conductor.gupy.io
1,2026-02-19,ConectCar,Serviços e Outros,Gupy,https://conectcar.gupy.io
1,2026-05-21,Conexa Saúde,Saúde,Gupy,https://conexasaude.gupy.io
1,2026-07-18,Confluent,Tecnologia,Site da Empresa,https://careers.confluent.io
1,2026-05-21,Conquer,Educação,Gupy,https://conquer.gupy.io
1,2026-06-05,Constellation,Energia e Utilities,Gupy,https://theconstellation.gupy.io
1,2026-02-19,Conta Azul,Serviços e Outros,Vagas,https://contaazul.inhire.app
1,2026-02-19,Conta Simples,Financeiro,Gupy,https://contasimples.gupy.io
1,2025-01-23,Contabilizei,Financeiro,Gupy,https://carreiras.gupy.io/contabilizei
0,2026-07-18,Continental,Indústria,Site da Empresa,https://www.continental.com/careers
1,2026-05-21,Convenia,Tecnologia,Gupy,https://convenia.gupy.io
1,2026-02-19,Coop,Serviços e Outros,PandaPé,https://cooperativadeconsumo.pandape.infojobs.com.br
1,2026-02-20,Coopercitrus,Serviços e Outros,Gupy,https://coopercitrus.gupy.io
1,2026-02-19,Cooxupé,Serviços e Outros,Gupy,https://carreiras.gupy.io/cooxupe
1,2026-02-19,Copacol,Serviços e Outros,Vagas,https://copacol.com.br/trabalhe-conosco
1,2026-02-19,Copasa,Serviços e Outros,Vagas,https://www.copasa.com.br/wps/portal/internet/trabalhe-na-copasa
1,2026-02-19,Copel,Serviços e Outros,Gupy,https://copelenergia.gupy.io
1,2026-02-19,Copersucar,Serviços e Outros,Gupy,https://copersucar.gupy.io
1,2026-02-20,Coplana,Serviços e Outros,Gupy,https://coplana.gupy.io
1,2026-02-19,Cora,Financeiro,InHire,https://cora.inhire.app/vagas
1,2026-02-19,Corel,Tecnologia,Site da Empresa,https://www.corel.com/en/careers
1,2026-05-20,Correios,Logística e Mobilidade,Gupy,https://carreiras.gupy.io/correios
1,2026-07-18,Corteva,Agro e Alimentos,Site da Empresa,https://careers.corteva.com
1,2025-01-20,Cortex,Tecnologia,Gupy,https://cortex.gupy.io
1,2026-02-19,Cosan,Serviços e Outros,Gupy,https://cosan.gupy.io
1,2026-02-19,Coursera,Educação,Site da Empresa,https://about.coursera.org/careers
1,2026-02-19,CPFL Energia,Energia e Utilities,Gupy,https://carreiras.gupy.io/cpfl
1,2026-05-21,Cred-System,Financeiro,Gupy,https://credsystem.gupy.io
1,2026-02-20,Credcrea (Ailos),Financeiro,Gupy,https://credcrea.gupy.io
1,2026-05-20,Crefisa,Financeiro,PandaPe,https://crefisaeempresasparceiras.pandape.com.br
0,2026-07-18,Cresol,Financeiro,Gupy,https://cresol.gupy.io
1,2026-02-20,Cris Barros,Serviços e Outros,Gupy,https://crisbarros.gupy.io
1,2026-02-20,Cristália,Saúde,Gupy,https://cristalia.gupy.io
1,2026-02-19,CrowdStrike,Tecnologia,Workday,https://crowdstrike.wd5.myworkdayjobs.com/crowdstrikecareers
1,2026-05-21,Crowe,Serviços e Outros,TeamTailor,https://crowe.teamtailor.com/jobs.json
1,2026-02-19,Cruzeiro do Sul,Educação,Gupy,https://cruzeirodosul.gupy.io
1,2026-02-19,Cruzeiro do Sul Educacional,Educação,Gupy,https://cruzeirodosuleducacional.gupy.io
1,2026-02-20,CS Brasil,Serviços e Outros,Gupy,https://csbrasil.gupy.io
1,2026-02-19,CSN,Indústria,Gupy,https://csn.gupy.io
1,2026-05-21,Cultura Inglesa,Educação,Gupy,https://culturainglesa.gupy.io
1,2026-07-18,Cummins,Indústria,Site da Empresa,https://careers.cummins.com
1,2026-02-19,Cury,Serviços e Outros,Gupy,https://cury.gupy.io
1,2026-02-19,CVC Corp,Serviços e Outros,Gupy,https://cvccorp.gupy.io
1,2023-02-26,CVP (Caixa Vida e Previdência),Serviços e Outros,Gupy,https://caixavidaeprevidencia.gupy.io
1,2026-02-19,Cyrela,Serviços e Outros,Gupy,https://cyrela.gupy.io
0,2026-07-18,Dadosfera,Tecnologia,Gupy,https://dadosfera.gupy.io
1,2026-02-20,Dafiti Tech Br,Tecnologia,Gupy,https://dafiti.gupy.io
1,2026-02-19,Daki,Serviços e Outros,Gupy,https://carreiras.gupy.io/daki
0,2026-07-18,Dana,Indústria,Site da Empresa,https://careers.dana.com
1,2025-01-23,Danone,Serviços e Outros,Gupy,https://carreiras.gupy.io/danone
1,2026-06-06,Danone Brasil,Agro e Alimentos,Site da Empresa,https://careers.danone.com
1,2026-02-19,Dasa,Saúde,Gupy,https://dasacorp.gupy.io
1,2025-01-19,DASA Assistencial,Saúde,Gupy,https://dasaassistencial.gupy.io
1,2025-01-19,DASA Atendimento,Saúde,Gupy,https://dasaatendimento.gupy.io
1,2025-01-19,DASA Diversidade,Saúde,Gupy,https://diversidasa.gupy.io
1,2025-01-19,DASA Programas de Entrada,Saúde,Gupy,https://dasaprogramasdeentrada.gupy.io
1,2025-01-19,DASA Tecnologia,Saúde,Gupy,https://dasatecnologia.gupy.io
1,2025-01-19,Databricks,Tecnologia,Greenhouse,https://job-boards.greenhouse.io/databricks
1,2025-01-26,DataDog,Tecnologia,Plataforma Interna,https://careers.datadoghq.com/all-jobs
1,2026-07-18,Dataiku,Tecnologia,Site da Empresa,https://www.dataiku.com/careers
1,2026-02-19,DataRobot,Tecnologia,Site da Empresa,https://www.datarobot.com/careers
0,2026-07-18,Dataside,Tecnologia,Gupy,https://dataside.gupy.io
1,2024-12-26,Daycoval DayCambio,Financeiro,Gupy,https://daycambio.gupy.io
1,2024-12-26,Daycoval DayCred,Financeiro,Gupy,https://daycred.gupy.io
1,2026-07-18,DB Schenker,Logística e Mobilidade,Site da Empresa,https://www.dbschenker.com/careers
1,2026-07-18,DB1 Group,Tecnologia,InHire,https://db1.inhire.app/vagas
1,2025-04-20,dbtLabs,Tecnologia,Greenhouse,https://job-boards.greenhouse.io/dbtlabsinc
1,2025-01-19,Decathlon,Serviços e Outros,Gupy,https://carreirasdecathlon.gupy.io
1,2026-02-19,Delivery Much,Logística e Mobilidade,Gupy,https://deliverymuch.gupy.io
1,2026-02-19,Dell,Tecnologia,Workday,https://jobs.dell.com/en
1,2026-06-06,Dell Brasil,Tecnologia,OracleCloud,https://jobs.dell.com
1,2025-01-20,Deloitte,Serviços e Outros,Plataforma Interna,https://app.jobconvo.com/pt-br/careers/Deloitte/ddf2b2f5-cc30-4503-8ec8-458f9869e2ba/#join
1,2026-02-19,Delta Air Lines,Serviços e Outros,Avature,https://delta.avature.net/en_US/careers
1,2026-07-18,Denso,Indústria,Site da Empresa,https://www.denso.com/careers
1,2026-02-19,Descomplica,Tecnologia,Gupy,https://carreiras.gupy.io/descomplica
1,2026-02-19,Desinchá,Serviços e Outros,Vagas,https://desincha.com.br/pages/trabalhe-conosco
1,2026-02-19,Desktop,Serviços e Outros,PandaPe,https://desktopinternet.pandape.infojobs.com.br
1,2026-02-19,Dexco,Indústria,Gupy,https://dexco.gupy.io
1,2026-07-18,DHL,Logística e Mobilidade,Site da Empresa,https://careers.dhl.com
1,2026-07-18,DIA,Varejo e Consumo,PandaPe,https://diabrasil.pandape.infojobs.com.br
1,2026-06-05,Diageo,Serviços e Outros,Site da Empresa,https://www.diageo.com/en/careers
1,2026-02-19,Diferente,Serviços e Outros,Gupy,https://carreiras.gupy.io/diferente
1,2025-03-18,Digibee,Tecnologia,Gupy,https://digibee.gupy.io
1,2026-07-18,Digital Innovation One,Educação,Site da Empresa,https://www.dio.me
1,2026-02-19,Direcional,Serviços e Outros,Gupy,https://direcionalengenharia.gupy.io
1,2026-07-18,Disney,Mídia e Entretenimento,Site da Empresa,https://jobs.disneycareers.com
1,2025-03-18,dLocal,Financeiro,Lever,https://jobs.lever.co/dlocal
1,2026-02-19,Dock,Serviços e Outros,Gupy,https://dock.gupy.io
1,2026-02-19,Docket,Tecnologia,Gupy,https://docket.gupy.io
1,2026-02-22,Docs,Tecnologia,InHire,https://docs.inhire.com.br
1,2026-02-19,Domino s Pizza,Serviços e Outros,PandaPé,https://dominospizzabrasil.pandape.infojobs.com.br
1,2026-02-19,Domo,Tecnologia,Site da Empresa,https://www.domo.com/company/careers
1,2025-03-18,Donorbox,Tecnologia,Greenhouse,https://job-boards.greenhouse.io/donorbox
1,2025-03-22,DoorDash International,Financeiro,Greenhouse,https://boards.greenhouse.io/doordashinternational
0,2026-07-18,Dori Alimentos,Agro e Alimentos,Gupy,https://dori.gupy.io
1,2023-02-26,Dotz,Financeiro,Gupy,https://dotz.gupy.io
1,2026-02-19,Dr. Consulta,Tecnologia,Gupy,https://drconsultacms.gupy.io
1,2026-02-19,Droga Raia / Drogasil (RD Saúde),Saúde,Gupy,https://rdsaude-farmacia.gupy.io
1,2026-02-19,Dropbox,Tecnologia,Greenhouse,https://dropbox.jobs
1,2024-09-01,DRUID Creative Gaming,Serviços e Outros,Gupy,https://druid.gupy.io
0,2026-07-18,DSV,Logística e Mobilidade,Site da Empresa,https://www.dsv.com/careers
1,2025-01-23,DuckDuckGo,Tecnologia,Ashby,https://jobs.ashbyhq.com/duck-duck-go
1,2026-02-19,Duolingo,Educação,Site da Empresa,https://careers.duolingo.com
1,2026-07-18,DXC,Tecnologia,Site da Empresa,https://careers.dxc.com
1,2026-07-18,Dynatrace,Tecnologia,Site da Empresa,https://careers.dynatrace.com
1,2026-02-19,EA (Electronic Arts),Serviços e Outros,Site da Empresa,https://www.ea.com/careers
1,2025-01-19,Eaton,Indústria,Eightfold,https://eaton.eightfold.ai/careers
1,2023-02-26,Ebanx,Financeiro,Greenhouse,https://boards.greenhouse.io/ebanx
1,2026-02-19,EcoRodovias,Serviços e Outros,Gupy,https://ecorodovias.gupy.io
1,2026-02-20,Ecossistema ARGENTA,Serviços e Outros,Gupy,https://argenta.gupy.io
1,2025-04-26,Edenred (Ticket),Financeiro,Workday,https://wd3.myworkdaysite.com/pt-BR/recruiting/edenpeople/Edenred_Careers
1,2026-02-20,EDP Brasil,Serviços e Outros,Portal,https://jobs.edp.com
1,2025-01-20,Efí Bank,Financeiro,Gupy,https://sejaefi.gupy.io
1,2025-01-20,Eightfold,Tecnologia,Eightfold,https://pepsico.eightfold.ai/careers
1,2026-05-20,Einstein,Saúde,Vagas,https://trabalheconosco.vagas.com.br/alberteinstein
0,2026-07-18,Elanco,Saúde,Site da Empresa,https://careers.elanco.com
1,2026-07-18,Elastic,Tecnologia,Site da Empresa,https://www.elastic.co/careers
1,2026-02-19,Electrolux,Serviços e Outros,Manual,https://career.electroluxgroup.com
1,2025-01-23,Electronic Arts,Serviços e Outros,Plataforma Interna,https://jobs.ea.com/en_US/careers
1,2026-02-19,Eletrobras,Serviços e Outros,Gupy,https://eletrobras.gupy.io
1,2026-05-21,Eleva,Educação,Gupy,https://eleva.gupy.io
1,2026-02-19,Eleva Educação,Educação,Gupy,https://escolaeleva.gupy.io
1,2025-01-19,Elgin,Serviços e Outros,Gupy,https://sejaelgin.gupy.io
1,2026-07-18,Eli Lilly,Saúde,Site da Empresa,https://careers.lilly.com
1,2023-02-26,Elo,Financeiro,Gupy,https://vempraelo.gupy.io
1,2026-02-19,Embaré,Serviços e Outros,Gupy,https://carreiras.gupy.io/embar
1,2026-02-19,Embasa,Serviços e Outros,Gupy,https://carreiras.gupy.io/embasa
1,2026-07-18,Embraco (Nidec),Indústria,Gupy,https://embraco.gupy.io
0,2026-02-19,Embraer,Indústria,Gupy,https://embraer.gupy.io
0,2026-07-18,EmCasa,Tecnologia,Gupy,https://emcasa.gupy.io
0,2026-07-18,Emerson,Indústria,Site da Empresa,https://careers.emerson.com
1,2026-02-19,Emirates,Serviços e Outros,Site da Empresa,https://www.emiratesgroupcareers.com
1,2026-05-20,Empreendimentos Pague Menos,Varejo e Consumo,Gupy,https://empreendimentos.gupy.io
1,2023-02-26,EMS,Saúde,IziRH,https://ems.izirh.io
1,2026-07-18,Encora,Tecnologia,Site da Empresa,https://www.encora.com/careers
1,2026-07-18,Endava,Tecnologia,Site da Empresa,https://careers.endava.com
1,2026-06-05,Enel,Energia e Utilities,Site da Empresa,https://jobs.enel.com/en_US/careers
1,2023-02-26,Energisa (Corp),Serviços e Outros,Gupy,https://grupoenergisa.gupy.io
1,2023-02-26,Energisa (Tecnologia),Serviços e Outros,Gupy,https://energisatech.gupy.io
1,2026-02-19,Eneva,Serviços e Outros,Gupy,https://carreiras.gupy.io/eneva
1,2026-02-20,Engie Brasil,Serviços e Outros,Portal,https://jobs.engie.com
1,2026-05-20,Engie Brasil Energia,Energia e Utilities,Gupy,https://engiebrasilenergia.gupy.io
1,2026-02-19,Enjoei,Serviços e Outros,Gupy,https://carreiras.gupy.io/enjoei
1,2026-07-18,EPAM,Tecnologia,Site da Empresa,https://www.epam.com/careers
1,2026-07-18,Epiroc,Indústria,Site da Empresa,https://www.epiroc.com/careers
1,2026-02-19,Epson,Tecnologia,Site da Empresa,https://epson.com.br/carreiras
1,2026-02-19,Equatorial Energia,Energia e Utilities,Gupy,https://equatorialenergia.gupy.io
1,2026-07-18,Equinor,Energia e Utilities,Site da Empresa,https://www.equinor.com/careers
1,2026-02-19,Ericsson,Serviços e Outros,Site da Empresa,https://www.ericsson.com/en/careers
0,2026-07-18,ESPM,Educação,Gupy,https://espm.gupy.io
0,2026-07-18,Estratégia Concursos,Educação,Gupy,https://estrategia.gupy.io
1,2026-02-19,Eternit,Indústria,Vagas,https://trabalheconosco.vagas.com.br/eternit
1,2026-06-05,Etna,Serviços e Outros,Vagas,https://trabalheconosco.vagas.com.br/etna
1,2026-02-19,Eu Entrego,Serviços e Outros,Vagas,https://www.euentrego.com/entregador
1,2026-02-19,Eurofarma,Saúde,Gupy,https://eurofarma.gupy.io
0,2026-05-21,Eve Air Mobility,Indústria,Gupy,https://eveairmobility.gupy.io
1,2026-02-19,Even,Serviços e Outros,Gupy,https://sejaeven.gupy.io
1,2026-02-19,Expedia,Serviços e Outros,Site da Empresa,https://careers.expediagroup.com
1,2026-02-19,ExxonMobil,Serviços e Outros,Site da Empresa,https://jobs.exxonmobil.com
1,2026-02-19,EY,Serviços e Outros,GigNow,https://www.ey.com/pt_br/careers
1,2026-02-19,EZTEC,Serviços e Outros,Gupy,https://eztec.gupy.io
1,2026-02-19,Faber-Castell,Serviços e Outros,Gupy,https://fabercastell.gupy.io
1,2026-02-19,Facchini,Indústria,Gupy,https://carreiras.gupy.io/facchini
0,2026-07-18,Falconi,Serviços e Outros,Gupy,https://falconi.gupy.io
1,2024-09-01,Fanatee,Serviços e Outros,Plataforma Interna,https://fanatee.com/#careers
1,2026-02-20,Farm Moda Br,Varejo e Consumo,Gupy,https://farm.gupy.io
1,2026-02-19,Fast Shop,Serviços e Outros,Gupy,https://fastshop.gupy.io
1,2026-02-19,Fazenda Futuro (Future Farm),Serviços e Outros,Gupy,https://carreiras.gupy.io/fazendafuturofuturefarm
1,2025-01-23,Federação Paulista de Futebol,Serviços e Outros,Mindsight,https://oportunidades.mindsight.com.br/fpf
1,2025-01-19,FedEx,Serviços e Outros,Workday,https://fedex.wd1.myworkdayjobs.com/FXE-EU_External
1,2026-02-19,Feedz,Tecnologia,InHire,https://feedz.inhire.app/vagas
1,2026-02-19,Ferbasa,Serviços e Outros,Gupy,https://ferbasa.gupy.io
1,2026-02-19,Ferrero,Serviços e Outros,Site da Empresa,https://www.ferrerocareers.com
1,2022-03-27,FGV - Fundação Getulio Vargas,Educação,Manual,https://portal.fgv.br/trabalhe-conosco
1,2025-03-18,FIAP,Educação,InHire,https://alun.inhire.app/vagas
1,2025-01-15,Figma,Tecnologia,Greenhouse,https://boards.greenhouse.io/figma
1,2026-07-18,Fivetran,Tecnologia,Site da Empresa,https://www.fivetran.com/careers
1,2025-01-20,Flash,Tecnologia,InHire,https://flash.inhire.app/vagas
1,2026-06-06,Flash Benefícios,Tecnologia,Lever,https://jobs.lever.co/flashapp
1,2025-01-23,Fleury,Saúde,Gupy,https://carreiras.gupy.io/fleury
1,2025-03-18,Fluency Academy,Educação,Gupy,https://fluencyacademy.gupy.io
0,2026-07-18,FMC,Agro e Alimentos,Site da Empresa,https://careers.fmc.com
1,2026-02-19,Folha da Manhã,Serviços e Outros,Gupy,https://carreiras.gupy.io/folhadamanh
1,2026-02-19,Food to Save,Serviços e Outros,Gupy,https://carreiras.gupy.io/foodtosave
1,2025-01-20,Ford,Indústria,Oracle Cloud,https://efds.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs
1,2026-02-19,Fortinet,Tecnologia,Site da Empresa,https://www.fortinet.com/corporate/careers
1,2026-02-20,Fortlev,Indústria,Gupy,https://fortlev.gupy.io
0,2026-07-18,Foundever,Serviços e Outros,Gupy,https://foundever.gupy.io
1,2026-02-19,Four Seasons Hotels,Serviços e Outros,Workday,https://fourseasons.wd3.myworkdayjobs.com/Search
1,2026-02-19,Fox Corporation,Serviços e Outros,Site da Empresa,https://www.foxcareers.com
1,2026-02-19,Foxbit,Financeiro,InHire,https://foxbit.inhire.app/vagas
1,2026-02-20,Franq,Financeiro,Gupy,https://franq.gupy.io
1,2026-02-19,Fras-le,Indústria,Gupy,https://randoncorp.gupy.io
1,2026-07-18,Fresenius,Saúde,Site da Empresa,https://www.fresenius.com/careers
1,2026-05-21,Freshworks,Tecnologia,Lever,https://jobs.lever.co/freshworks
1,2026-02-19,Frete.com,Serviços e Outros,Gupy,https://carreiras.gupy.io/fretecom
1,2026-02-19,Fretebras,Serviços e Outros,InHire,https://fretebras.inhire.app/vagas
1,2026-02-19,Frimesa,Serviços e Outros,Gupy,https://carreiras.gupy.io/frimesa
1,2026-02-19,Frooty,Serviços e Outros,Gupy,https://carreiras.gupy.io/frooty
1,2026-02-20,FSG Centro Universitário,Educação,Gupy,https://fsg.gupy.io
1,2025-01-23,Fundação Bradesco,Educação,CSOD,https://bradesco.csod.com/ux/ats/careersite/2/home?c=bradesco
1,2026-02-19,Fundação Itaú,Financeiro,Gupy,https://fundacaoitau.gupy.io
1,2026-02-20,Fundação Pedro Paes Mendonça,Serviços e Outros,Gupy,https://fppm.gupy.io
1,2025-01-23,Fundação São Paulo (FUNDASP),Educação,Gupy,https://fundasp.gupy.io
0,2026-07-18,Furukawa,Indústria,Gupy,https://furukawa.gupy.io
1,2026-02-19,Gafisa,Serviços e Outros,Gupy,https://gafisa.gupy.io
1,2026-07-18,Galderma,Saúde,Site da Empresa,https://www.galderma.com/careers
1,2024-09-01,Gamers Club,Mídia e Entretenimento,Gupy,https://gamersclub.gupy.io
1,2024-09-01,Garena,Serviços e Outros,Plataforma Interna,https://careers.garena.com/global/careers
1,2026-02-19,Gazin,Serviços e Outros,Gupy,https://carreiras.gupy.io/gazin
1,2026-02-19,GE (General Electric),Indústria,Vagas,https://trabalheconosco.vagas.com.br/ge
1,2025-01-20,GE Aerospace,Tecnologia,Plataforma Interna,https://careers.geaerospace.com/global/en/search-results
1,2026-02-19,GE Healthcare,Saúde,Phenom,https://careers.gehealthcare.com/global/en
1,2025-01-20,GE Vernova,Tecnologia,Plataforma Interna,https://careers.gevernova.com/global/en/search-results
0,2026-07-18,Geekie,Educação,Gupy,https://geekie.gupy.io
1,2026-07-18,General Mills,Agro e Alimentos,Site da Empresa,https://careers.generalmills.com
1,2025-03-18,General Motors,Indústria,Workday,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM
1,2023-02-26,Genial Investimentos,Serviços e Outros,Gupy,https://genial.gupy.io
0,2026-07-18,GEODIS,Logística e Mobilidade,Site da Empresa,https://careers.geodis.com
1,2026-02-22,Gerador,Tecnologia,InHire,https://gerador.inhire.com.br
1,2025-01-19,Gerdau,Indústria,SAP SuccessFactors,https://career19.sapsf.com/careers?company=gerdauacos
1,2026-02-19,Geru,Financeiro,Gupy,https://carreiras.gupy.io/geru
1,2026-02-19,Getnet,Financeiro,Gupy,https://vagasgetnet.gupy.io
1,2025-04-20,GFT Tecnologia,Serviços e Outros,SAP SuccessFactors,https://career5.successfactors.eu/careers?company=gfttechnol
0,2026-07-18,Gi Group,Serviços e Outros,Gupy,https://gigroup.gupy.io
1,2025-03-18,Gigster,Tecnologia,Teamtailor,https://virtasant.teamtailor.com/jobs.json
1,2026-02-19,Giross,Serviços e Outros,Gupy,https://carreiras.gupy.io/giross
1,2026-02-19,GitHub,Tecnologia,Site da Empresa,https://github.com/about/careers
1,2025-03-18,GitHub Inc,Tecnologia,Gupy,https://carreiras.gupy.io/githubinc
1,2026-07-18,GitLab,Tecnologia,Site da Empresa,https://about.gitlab.com/jobs
1,2026-07-18,Globant,Tecnologia,Site da Empresa,https://www.globant.com/careers
1,2023-02-26,Globo,Serviços e Outros,Gupy,https://globo.gupy.io
0,2026-05-21,Glória,Serviços e Outros,TeamTailor,https://gloria.teamtailor.com
1,2026-07-18,GLP,Logística e Mobilidade,Site da Empresa,https://www.glp.com/careers
1,2025-01-23,GM Financial,Serviços e Outros,OracleCloud,https://fa-exvu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs
1,2023-02-26,GOL Linhas Aéreas,Serviços e Outros,Gupy,https://golcarreiras.gupy.io
1,2026-07-18,Goodyear,Indústria,Site da Empresa,https://www.goodyear.com/careers
1,2025-01-23,Google,Tecnologia,Plataforma Interna,https://www.google.com/about/careers/applications/jobs/results
1,2026-02-19,GoPro,Tecnologia,Greenhouse,https://gopro.com/en/us/careers
1,2026-02-19,Gorila,Financeiro,Gupy,https://carreiras.gupy.io/gorila
1,2025-03-18,GPA,Serviços e Outros,Gupy,https://corporacaogpa.gupy.io
1,2026-07-18,Grafana Labs,Tecnologia,Site da Empresa,https://grafana.com/about/careers
0,2026-07-18,Grafeno,Financeiro,Gupy,https://grafeno.gupy.io
1,2026-02-19,Grammarly,Tecnologia,Site da Empresa,https://www.grammarly.com/jobs
1,2025-03-22,Granado,Serviços e Outros,Gupy,https://granado.gupy.io
1,2026-02-19,Granero,Serviços e Outros,Gupy,https://carreiras.gupy.io/granero
0,2026-07-18,Grant Thornton,Serviços e Outros,Gupy,https://grantthornton.gupy.io
1,2025-01-19,Greenhouse,Tecnologia,Greenhouse,https://job-boards.greenhouse.io/greenhouse
1,2026-02-19,Grendene,Indústria,Gupy,https://carreiras.gupy.io/grendene
1,2026-07-18,Grifols,Saúde,Site da Empresa,https://www.grifols.com/careers
1,2026-02-19,Gringo,Serviços e Outros,InHire,https://gringo.inhire.app/vagas
1,2026-02-19,Grupo Águia Branca,Serviços e Outros,Gupy,https://carreiras.gupy.io/grupoguiabranca
1,2026-02-20,Grupo Bertolini,Indústria,Gupy,https://bertolini.gupy.io
0,2026-07-18,Grupo Bimbo,Agro e Alimentos,Site da Empresa,https://grupobimbo.com/careers
1,2026-02-19,Grupo Boticário,Serviços e Outros,Gupy,https://grupoboticario.gupy.io
1,2023-02-26,Grupo Carrefour,Serviços e Outros,PandaPé,https://corporativo-grupocarrefourbrasil.pandape.infojobs.com.br
1,2023-02-26,Grupo Casas Bahia,Serviços e Outros,Gupy,https://corporativogrupocasasbahia.gupy.io
1,2025-01-19,Grupo Despegar (Decolar.com),Serviços e Outros,Lever,https://jobs.lever.co/despegar
0,2026-07-18,Grupo DPSP,Saúde,Gupy,https://dpsp.gupy.io
1,2026-05-21,Grupo Estado,Serviços e Outros,Gupy,https://grupoestado.gupy.io
1,2026-02-19,Grupo Gontijo,Serviços e Outros,Gupy,https://carreiras.gupy.io/grupogontijo
1,2025-01-23,Grupo Habib's,Serviços e Outros,PandaPé,https://grupohabibs.pandape.infojobs.com.br
1,2023-02-26,Grupo L'Occitane,Serviços e Outros,Gupy,https://sejaloccitane.gupy.io
1,2026-02-20,Grupo Marilan,Serviços e Outros,Gupy,https://marilan.gupy.io
1,2026-02-19,Grupo Mateus,Serviços e Outros,OracleCloud,https://fa-exvn-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/pt-BR/sites/CX_1/jobs
